tid,PERSON,NORP,ORG,FAC,GPE,LOC,PRODUCT,EVENT,WORK_OF_ART,LAW,LANGUAGE,DATE,TIME,PERCENT,MONEY,QUANTITY,ORDINAL,CARDINAL
756739,Arijit Pasayat,,the Scrutiny Committee,,Paralkar,,,,the Scrutiny Committee ,Article 226 of the Constitution,,2004,,,,,,1
681713,Shiv Shankar,Indian,Court,Bar,India,,,the Silver Jubilee Celebration,the Newstime ,Constitution,English,1971,,,,,first,1
135953,N S Hegde,,the High Court,Navsheel Apartments,Kanpur,,,Schedule III,Para 10,the Companies Act,,1956,,,Rs 70 crores,243 4387 acres,third,9 6 1994
139670361,No l,,Court,,R C LAHOTI,,,the Election Petition,an Obituary Reference,the High Court Rules,,yesterday,3 15 P M ,,,,first,16 5 1995
1216757,Setalvad,M ,Court,,Bihar,,,Act,S C R,Act,,1950,,,,,Seventh,1
861349,R Saravana Pillai,,the High Court of Kerala,,C J,,,,The State of Madras,Rule 5,,1956,,,,,secondly,6
1438183,Bench,Latin,Court,,Pooran Mals,,Pooran Mals,,Pooran Mal,Section 50,,1985,night,,less than one lakh,Rs 1 lakh,first,2
16810704,Dipak Misra,,MoU,,Indore,,Building B 1,,Moolji Jaitha,Clause 12 of the Letters Patent,,1996,,60 ,Rs 137 crores,,third,2
5192,Asansol,RAGHUBAR BENCH,Court,,Indore,District Burdwan,Asansol,,The Judgment of Wanchoo Das Gupta,Code,English,1962,,,,,second,1
1166220,Saka Venkata Subba Rao,J ,the High Court,the Union Government 108 854,India,Kashmir,,Civil Appeal No 37,S C R 1144,Art 226,English,1953,a moment,,,,first,1
1677837,Raichur,Hindu,the Central Board of Revenue,Central Circle 1,Calcutta,,,,Petition No 112156,Act,,1956,,,Rs 8 lakhs,hundreds of miles,first,5
492853,Parasaran,,the High Court,,Hyderabad,,,the Budget Speech,,Act,,1956,,less than thirty per cent,8 51 380,,first,1
1338327,Shaikh Salim Haji Abdul Khayumsab,,Court,Aurangabad Bench,Rampur,,,,,Order VIII Rule 1,,90 days,,,,,,1
135285745,Atul Chitale,Indian,MTNL, MTNL Delhi Bombay ,India,,Jelly Filled Cables,,Arbitrator,Section 74,,11th April 2017,,10 , 52,4 mm ,second,21
456839,Brij Bhushan,American,State,U S 727,Madras,,,,LoveIl v City of Griffin,Constitution,English,1950,,,,,first,1
27152913,Shakti ,Indian,ZEGNA,Delhi 345,India,Gujarti,ZEN YAH,,Encore,Bulova Accutron Trade Mark Application,Hindi,1999,,,3 million Euros,,first,19
1165503,Deb,,Tribunal,,Calcutta,,,,,the Income tax Act,,1961,,50 per cent,65 826,,,6
1741822,Rao,,Tribunal,,Mumbai,,SC 253,,,Act,,1996,,5 ,one lakh rupees,,second,12
1555192,Mahendra,Mahendrabhai,Mahindra,Mahendra Radio House ,India,,Mahindra Mahindra ,,Mahindra Mahindra ,Registration No 338997,,1960,,100 per cent,000 crore,,1st,two
89564,Reply,French,Complainant,the Napean Sea Road,France,the Napean Sea,Hon ble,,No 2776,the Bills of Exchange,,26th August 1991,,18 ,25 000,1 lac metres,second,2775
172383107,K T Thomas,,Registrar,Calcutta 311,India,,the Trade Mark Whirlpool ,,J as His Lordship,Act,English,1940,,,,,first,1
415294,Shri Anoop Singh,Indian,Messrs Janki Dass Co ,Rohtak Road,Delhi,Cola,ROYAL STAR ,, Night Cap ,the Trade Marks Act,,1958,,,200,,1st,1
513801,J ,Indian,Court,A C 624,India,,Sthanee,,Ors ,Act,English,1969,Late in the afternoon of July 19 1969,10 per cent,Rs 50 crores,100 acres,first,1
446828,Kirloskar,J ,ESSEL,Amusement Park,Pune,,Hectares,,,the Companies Act,,1956,,,,,first,3
74061245,Chagla,Indian,CCI,Ahura Centre,India,,LM Ericsson,the 2015 SLA,Ors ,the Competition Act,,2015,minutes,18 ,Rs 117 46 crores,Rs 266 per,first,3
1596866,Alijan Mian,,Court,,Khudia Colliery,,,,,Nirsa P S Case No 208,,1983,night,,,,first,two
53080,Jeet Ram s,Indo,Government,Motilal Sugar Mills,India,,,Bombay Tyre International,Roderiaktiebolaget Amphitrite v The King,Section 4,,24th May 1976,,,,,second,4
100123,No 2,,Shri Ganganagar,Shri Ganga Nagar,Bikaner,,,,,No 2,,5th November 1990,,,Rs 5 lakhs,,,2
85777093,Muthoot,Indian,IPRS,,India,Thames,,the Event Organizers,IPRS,Section 14,,1957,,,,,first,423
1470887,Panchhi,,Court,,Amritdhara,,Udta Panchhi ,,The Law of Unfair Competition and Trade Marks ,Act,,1982,,,more than Rs 33 50 lacs,,third,two
151609698,Rekha,,Court,Mariyamman Kovil Street,Chennai,the Central Prison,,,S T J ,the Paper Book,,1982,,,,,second,2
1300646,Sastri,J ,the Income Tax Officer,267,India,,,,Para 6,the Indian Income tax Act,,1944 45,,,,,first,34
499867,Venugopal,Indias,Court,,India,,,Revolution,State of Kerala,Constitution,,six months,,,Rs 5000,,second,2
805786,Shah,,Court,,Ahmedabad,,,,Special Leave,Rs 400,,1953,,,400,,first,400
1099140,NIMHANS,,NIMHANS,the ICMR Centre,New Delhi,,,,Ph D ,NIMHANS,,1986,,,,,second,1
1799441,R Sundar Raju,,UPSC,,Chennai,,,,O A ,the Recruitment Rules,,2005,,,Rs 12 000 16 500,,First,28 9 2005
1381953,Jiva Natha,Angan,the High Court,Surat Police Station,Surat,,Otta,,F I R ,Section 154 of the Code,,February 21 1971,9 P M ,,Rupees 34 00 000,,first,two
1287305,R K Singh,Dholi,the High Court,S C 655,the State of Bihar,Arwal,Harabahar,,F I R ,Code,,1980,,,30 94 lacs,2500 mts,first,two
1866073,Punnu Ram,,the Public Analyst,,Punjab,,,,the Public Analyst s Report,Act,,10 days,,,,,,3
1233850,L J ,,MRF,The Division Bench,the State of Kerala,,SRO 38 98,,Keshvan Madhavan Memon v State of Bombay,SRO 1729 93,,1963,11 a m on 27 1 2000,100 ,74 12 77 529,,First,15 1 1998
1771880,Nariman,Indian,Registrar,Air 1959 Calcutta 262,India,,,,Air 1959 Calcutta 262,Section 69 2A ,English,1932,,15 ,ten rupees,,second,2
23954109,B V Balaram Das,,Supreme Court,,Delhi,,,,MISCELLANEOUS APPLICATION Diary No,I A No 128451 2019,,4 September,10 59 23,,,,,04 09 2019
1567797,Govind Swaminathan,,Court,,Madras,,,,C S No 26,Clause 12 of the Letters Patent,,1978,,,0,,first,2
507033,Desai,Scottish,the High Court,Glen,India,Champagne,Scot ,,Kerly s Law of Trade Marks and Trade Names,Section 56 of the Act,,2006,,at least 40 ,at least two marks,,first,1
996348,D J Parson,Indian,MII,Derrick Barge 26,US,Bombay High Sea,WI 8,,Award,the Main Contract,,1996,minutes,10 ,2 300 200,1 2 1 3,first,one
146267,Ashwani Kumar Singh,,Commission,AC 737,Sandham,,,the Combined State Services Examination of 1987,,an Act of Parliament,,2003,,,,,first,1
1152518,Sampath Kumar s,American,Court,Paras 322,India,,Doctrine,Independence,Report,Constitution,,1987,,,,,first,two
919121,C J ,Oriental,the State Government,the State of Bombay,the State of Bombay,Vide Gulf,Code,the Bombay Land Revenue Code,S C R 284,Act,,1948,,,,50 acres,first,2
1120373,Gulab,Panch,Court,Panchsheel Talkies,Brathi,,PW 4,,Surinder Singh v State of Punjab,section 302,English,1976,that hour,,,2 5cms,first,two
1445734,Bhai,Swiss,Westinghouse,,India,,Laier,,,term No 2,English,five years,,3 ,50 000 Swiss francs,,third,two
600280,Swarup Singh Tomar,,Board,,Lucknow,,,,W P No 7899,rule 5 C,,1988,,,,,first,2
1233360,Shah,Indian,the High Court,Fort William,India,,Eagle,,R M A R A ,the Trade Marks Act,,1915,,,,,first,1
819445,K L Aggarwal,,Ford,,Heinrichs v Bastendorff,,F W Mc Millan s,,Application for the Registration of a Desiyn,Act,,1972,,,half pennies,,,one
104313664,Pramod Dayal,Indian,Court,Bar,Mussoorie,the Doon Valley,Sansaru,the Bhargav Committee Report,the Artharva Veda,Act,,1980,,10 per cent,600 800 1 700,the 100 acres,first,three
37987,Siri Niwas,,Company,,Ors ,,,,Ors ,the Payment of Gratuity Act,English,1972,,10 ,10 000,,second,2
1802196,D P Wadhwa,,BCI,Ch D 426,INDIA,,,the Preliminary Electoral Roll,Electoral Roll on 22 1 1997,Rule 6,,six months,minutes,,,,second,27 1 1997
1961394,Leelabai,Bhajan,Court,Mandir,Gangubai,,a Will Exhibit 100,Exhibit 32,C P C ,a Second Appeal ,,13th November 1941,,only 20 ,500,135 45 sq ,second,100
130087,R Lahoti,,Reed Information Service Ltd,Air 1971 Allahabad 182,Gopalakrishna,,,,Copyright Vol 1,Act,,1980,,,,,first,16
1919561,Muhammad Hafiz,K I P ,Arbitrator,E B Main,B C ,Earth,,,Ors ,Arbitration Case No 132,,1981,,35 ,Rs 5 000,,second,2
623061,S B Sinha,,the State Government,,the State of Gujarat,,,,Per Lord Buckmaster,Act,,ten years,p 107,,,,first,2
1594031,J ,Hindu,Government,,Orissa,,Zamindari,,,the Stamp Act,,1959,,6 1 4 ,less than Rs 25 000,,first,one
1874558,Hardie,Indian,Addisons,,India,,Spartan,the Import Trade Control Policies,Spartan,Section 46,,1971,,,,S 2 m,first,2
1407895,C S 28,P B ,Court,,N RAJAGOPALA,,,Civil Suit 20 1954,First Appeal No 50,Civil Procedure Code,English,1950,,,,,second,2
936707,Shri Kapur,American,Parliament,Rae Bareli,India,Rae Bareli,Coke,the Shaheed Mela,the 18th Edition,Constitution,English,1975,overnight,75 per cent,25000,,first,1
213382,Doabia,,the Assessing Authority,,India,,,,,the Punjab General Sales Tax Act,,1948,,,,,first,two
1447296,Faridkot,,the State Government,,Punjab,District,New Maggi 2 minute,,SCR 458,Act,,1958,3 30 p m ,,,,second,20
14898186,Adv,,the Delhi High Court,,INDIA,,AID No 6,,,Section 19,,2017,,,,,,one
37494799,Ram,Hindu,the Central Government,the Ram Janma Bhumi Babri Masjid,India,Kaushalya Rasoi,Ram,the Forty fourth Year,the White Paper,Act,,6th December 1992,the next morning,,ten thousand rupees,67 703 acres,first,one
192914986,Parag P Tripathi,,AOR,,New Delhi,,,,Special Leave to Appeal,,,Friday the 30th August 2019,,,,,,23 08 2019
118501220,Shri P Gunasekaran,,the High Court,Ukkadam Bus Stand,Coimbatore,,,,O A ,Article 226,,1964,the morning of 24 11 1992,,,,first,3
1401567,P Chacko,,Tribunal,,,,,,,the American Judgment supra ,,2008,,,2106 90,,second,166
118046405,Mohammad Rafiq,,Jaipur Vidyut Vitran Nigam Limited,,Rajasthan,,,,,the District Consumer Protection Forum,,2013,,,,,,2
143917974,Kirti Uppal,,NDMC,Connaught Place,Janpath,NDMC,,,W P ,the Street Vendors Act,,25th May 2011,, ,,100 meters,first,15
1404351,Pathak,American,Parliament,Page 976,India,,,,C A No 141 of 1954,Act,English,1951,,,ten dollars,14 annas,first,1
1714313,Dhakephalkar,Lessees,Court,,Tulasibai,,Lessors,,Lessors,the Bombay Rent Act,,1947,,nine per cent,,,first,4
952082,B N Kirpal,Wendensbury,Court,,Ors ,,Fabricated,,Anr v State of Maharashtra and Ors ,Article 226,,1997,,,Rs 7 5 crores,3 kms,third,two
212274,Rahim,,the High Court,Airport,Bombay,,Panchnama,COFEPOSA,State of Tamil Nadu,section 9 1 ,Tamil,1990,the early hours,,about Rs 70 lacs,77 37 carats,second,three
512761,Unni Krishnan s,Anglo Indian,State,St Stephen s College,India,Bench,SCR 688,Kerala Education Bill,Ors ,Article 30,English,1971,a few minutes ago,50 ,25 000,,first,1
877389,Hind,French,FAO,,Delhi,Oval,H VITREOUS ,,CLINIQ,the Additional District Judge,English,1970,,,two marks,,,two
256224,Sreenivasulu,Hindu,Court,No 13 14,Bangalore,Sarees,Sringaramma,AIR 1999 Delhi 156 ,AIR 1954 Orissa 80 ,Section 25 of the Indian Contract Act,English,2006,,,40 000,298 ft ,first,2
1097490,Badku Joti Savant,,Court,DEL 3 124,West Bengal,,Kgs ,International Opium 70 Conference,State Of Mysore,Act,,1962,48 hours,,less than one lakh rupees,,third,2
633111,Krishna Iyer,,the District Magistrate,,Jagdish Prasad,,,,,the District Magistrate,,1974,,,,,second,455
54865315,Krishnagiri,,Court,,Kaveripattinam Panchayat Union,Union Krishnagiri District,,,against the order in W P No 2369 of 2016,the Writ Appeal,,W A No 657 of 2019,,,,,2nd,2
1890740,Veda Vyas,Mahasabha,Court,,CJ,Kashmir,,, the Jan Sangh the Hindu Mahasabha and the Ram Rajya Parishad,article 22,,1953,,,,,second,one
514933,Eric D Donnenfeld,Indian,OCUFLOX,,India,Europe,OCUFLOX,the Red Book 1994, The Leading Medical Newspaper for Opthalmologists ,Act,,1995,1 am,91 9 ,US 2 7 million,about 4 lakh,first,1
1956673,Jain,,Court,,Ahmedabad,,,,,the Indian Penal Code,,1999,,between 25 to 30 ,3 lacs of Rupees,,Second,6
195994,BAHARUL ISLAM,,the Executing Court,,BAHARUL,,,,,default Breach,,1982,,,,,second,half
350457,Mahajan,,Court,,New Delhi,,,, A disturbing decision ,Constitution,,1953,,,,,first,278
363089,Gupta,,Court,,West Bengal,,,,,Section 2 s,,1969,working hours,,500,,second,one
907493,B N Kirpal,Indian,RBI,,India,,,,21 Sister,Section 45 S,,1987,24 hours,36 ,25 00 000,,first,1
904832,Ambal,Telgu,TISCO,Lahore 289,Delhi,,TISCO,,ISCO,Ia No 6215 of 19990,English,August 8 1990,,,Rs 4 crores,,first,two
686582,Unnamalai Ammal,,Controller,Door No 39,Thirupathi,,,,Saraswathi Sriraman v P C R Chetty s Charities,Section 10,,1987,,10 3 c,,,first,3
7926018,Shri Chander Sekhar,,CIC,Bombay 121,West Zone,,GSM Phase VI ,,Report of Evaluation of Tender on the Financial Bids,the Non Disclosure Agreements,,a period of two years,, ,,,third,13
585219,S R Bhat,,Plaintiffs,,Calcutta,,Exhibit PW 1,the International Copyright Order,Exhibit PW 1 4,the Copyright Act,,1957,,75 ,,,First,6
3111930,Manish Kumar Shahi,D,Court,,East Champaran,,,,S D J M ,Complaint Case No C2451 2018,,2020,11 00 A M ,,,,,2
1648254,M Sharma,,Court,,Delhi,,Single Judge,,,Section 20,,1999,,,,,,more than one
166780307,Bill,Australian,NDA,,States,,Nach Baliye,,Principles of Statutory Interpretation,Code,English,2016,,,one lakh rupees,,first,1
124137051,Plaintiff,,Plaintiff,,India,,MARINE PLUS ,the Financial Year 2012 2013,Plaint,Section 17,English,2013,,,Rs 180 crores,,third,one
707249,Lyallpur,Tehsildar,the High Court,,Samundri,Lyallpur District,,World War II ,the Khasra Girdawari nor the Jamabandi of Chak No 468,Evacuee Property,,April 12 1947,,,,about 26 standard acres,first,two
183120061,The Ld AR,,TPO,,New Delhi,,The Ld AR,the Dictating Member for pronouncement Date,TP Study,Rule 10B,,1962,,29 53 ,144 crores,,first,2
1568935,R C Cooper,,Government,L PsAs NC3,Delhi,,SCR 973,Civil Appeal No 1168,C A No 107 72,Act,,1966,,6 per cent,,34 070 acres,third,4
483734,V M Tarkunde,,Tribunals,,Jabalpur,,Perfect Pottery Works,,the 131 Chandrachud C J ,the State Act,,1947,,,,,first,two
620033,Chamba,Mohalla,the Food Inspector,Sapri Bazar,Mohallas,,P W 2,,Sh Bagu S o Sakerdeen village Raiudoo P O Saboo Teh Chamba,Section 13 2 of the Act,,10 days,about half an hour,35 5 per cent,1 000,660 ml,second,three
843614,Munsif,British,the High Court,Calcutta 660,West Bengal,West Bengal,,Civil Appeal No 1304,C A No 1304 73,the Amendment Act,English,three years,its finest hour,,,,second,1
1521460,Manjulabai,Hindu,the Supreme Court,158,Gurunath,the Southern India,,,Ramkrishna Ramchandra,Article 141,,1976,,,,,second,seven
211970,Kaniz Fatima,Hinduism,Court,Zero Road,Allahabad,,,,the High School Examination,Indian Penal Code,English,1960,about 5 o clock in the morning,,,less than half a mile,second,two
477104,P Narasimhan,,Units,,Swamidurai,,,,BHEL Work Order Number,Clause 7,,1 3 1986,,,,872 36 kgs,fourth,3
37721629,The Ld Sr DR,Indian,TPO,,India,,M s Vaibhav Heavy Vehicles Limited,the 14 ITA No,the Directors Report,the Ld Commissioner of Income Tax Appeals ,,the year,,approximately 58 ,8 50 000,,first,1
14377547,E C Agrawala,,Supreme Court,,Delhi,,,,,SLP C No 18972,,2019,,,,,,35
1903089,Shri C S Sundaram,Indian,Court,the Port of Calcutta,Singapore,,Carrier,the International Brussels Convention 1924,the Bill of Lading,Order VII Rule 11 of the Code,English,one year,,24 per cent,,,first,456
1747577,Kharak Singh s,Indian,State,U S 113,India,Europe,,the First World War,Liberty,Art 21,English,August 31 1966,,91 ,Rs 4 lakhs,3 lakhs,14th,1
681372,Deep Chand,Indian,State,,Jammu,Kashmir,,, Legislative Executive and Judicial Powers in Australia 4th,the Commission Act,,1962,44 hour Case,,,,first,1
997135,Kaira,,Court,,Salem,,Respon,,t he Special Leave Petition,Clause 11,,1978,,,,,first,one
511928,Architect,,Tribunal,,,,,,,the CCS Rules,,2001,,,,,,6
477313,Sengupta,J ,State,the Super Bazar,India,Kashmir,S C R 773,the Annual General Meeting,Civil Appeal No 4412,Rule 9,English,1956,twenty four hours,ninety seven per cent,rupees twenty crores,,first,one
1537954,Akola,Tehsildar,Government,Nagpur Bench,Umari,,Collector,,Appeal No 75 74,Act,,1975,4 20 p m on 24 3 1959,,,19 acres,third,1
399708,Bill,Indian,Revenue,I L R 35 Calcutta 701,India,,,,Navnit Lal C Jhaveri,section 52,,1961,,15 ,16 500,,first,2
919241,Dave,Indian,Court,THE ARBITRATION AND CONCILIATION ACT,India,Europe,Platform B 121,,History of English Law ,Act,English,1999,,10 ,US 3 04 970 ,,first,2
23402471,Bench,,Court,,Eagle Star,,Phailin,,Russel on Arbitration,Clause 13,,1996,,,3 93 36 224 00,,second,13
154833956,Datta,,Court,the Division Bench,Astrazeneca,Europe,Meropenem,,TEMO,Section 29 of the Act,English,1997,,about 600 ,314 2008,100 mg,first,64
69052901,RAKESH,,CIC,,W P ,,,Assessment Year,W P ,Act,,1961,,,,,third,29
1019490,Nand,,Allahabad High Court,Cal 402,Calcutta,Dalan,SC 599,,D H ,Sub rule 5 ,,six months,,,,,first,3
452434,Shelat,,The High Court,the Century Rayon,India,,M1 Sup Court 67 11,,Halsbury s Laws of England,section 27 of the Contract Act,,1967,all usual business hours,,560,,third,1
1969682,Rajiv Dhawan,British,State,Bar,India,the Scheduled Areas,Constitu tion,the United Nations Conference on the Human Environment,Jurisprudence,Constitution,English,1935,,95 per cent,41 99 lakhs,21 56 acres,Fifth,2
1239673,Moolchand,,Court,,West Bengal,,,Civil Suit No 52, Dinesh Paper Mart ,Section 69 2 of the Act,,November 29 1980,,18 ,,,third,2
1887773,Mr Hasan Kamaal,,Society,Flat No D1,Chennai,,EASTERN INDIA MOTION PICTURE ASSOCIATION,,Cinematographic,section 61 of the Copyright Act,,2008,,,,,third,600
588099,Russell,,the High Court,an Intak Tower,Coimbatore,the Siruvani river,AC 592,,State of Kerala v Raveendranathan,Claim No 15,,1987,,forty 40 per cent,Rs 0 87 lakhs,400 cms,first,5
187501619,S N Bhat,,State,,India,,Flaps,,the Minutes of Meeting,Article 14,,the preceding three years,,,Rs 500 crores,approximately 12 5 crores,2nd,2
161147300,Singhvi,,the Supreme Court,,Shreeram,,HALDIRAM BHUJIAWALA,,Eight Science Olympiad Books Parts 1 8,Section 69,English,years,,,,,first,2
483899,Elizabeth Dowager,J ,Committee,the Part B State of Hyderabad,J R,,,,The Judgment of Gajendragadkar,Act,,three years,,,Rs 18 000,,first,1
883586,R N Sachthey,Indian,State,,Pondicherry,,,,Vasantlal Maganbhai Sanjanwala v The State of Bombay,Act,,1948,List 11 of the 7th,2 ,two per cent,1 pice,first,5
1602162,J ,Indian,State,New International Dictionary,India,Third World,,,the Trust Deed,Art 12,English,1976,a moment,four per cent,165 99,,second,12
354829,Baldev Singh s,,Court,,Madhya Pradesh,,Ex P 11,,Manohar Lal v State of Rajasthan,Section 50,,1999,14 25 P M ,,,200 grams,,two
1543623,Bhowmick,the Yanomani Indians,Court,,Hyderabad,the Doon valley,Methanol,Rio Conference, The use for Environmental Courts ,GO 111,,1974,400 MT,,10 Kms,10 KM,7th,2
1836621,Ravishankar,Sahayak,CBI,SC 326,Mathura,,,,Special Leave Petition Criminal No 6404,Section 156 3 Cr P C ,,2007,,,,,first,3
899938,Laxman Sharma,,Committee,Right Extension Main Canal,Junagarh,,T D Account No 154120,,W P ,Article 226,,2005,,less than 1 ,Rs 10 lakhs,9 03 km,fifth,two
1877641,Christopher J Shaw,,Court,Cottage No 6,New Delhi,,,,Suit No 261 97,Suit No 3064 96,,20th January 1997,5 O clock in the morning,,,,second,2
396205,Macleod,Irish,Court,,the State of Orissa,Sukinda Valley,,,I A ,Respondents 3 to 7,English,17th August 1995,,50 ,,406 hectares,second,four
1296255,Khem Singh,VIVIAN,Court,,SYED,the iliac region,,,the Court of the Sessions Judge at Ferozepore in Sessions Case No 8 of 1956,Indian Penal Code,,1958,,,,8 p m ,first,300
222788,Shri B L Agrawal,,Tribunal,,Raipur,,Hira Cement,,No 1 to the Assistant Collector Central Excise Customs,Explanation VIII,,2004,,,50 000,about 60 tonnes,,1
794815,Suraj Bhan,Kashiram,the High Court,,SUBBARAO,,Ex P 27,,The State Of Rajasthan,Indian Penal Code,,November 12 1954,A few minutes,,Rs 50 000,4 furlongs,first,two
1231997,Sri Ganguli,Indian,Court,387,Ors ,Asia,SCR 37,Civil Appeal No 2702,Statuitory Interpretation,Act,,1964,,20 per cent,15 per cent,one pound,second,1
614998,Balbir Nath Mathur,,Om Prakash Company,396,Glaisdale,,,,the Statement of Objects and Reasons,Act,English,1981,,,2 500,,first,17
1899039,Penguins,American,Penguins,India Book House,India,,Penguins,,Story s Conflict of Laws 2nd,Section 53,English,1983,,,,,second,one
280498,Anshul Arora,Indian,Parliament,Bar,India,The Central Provinces,WP,AIR 2003 SC 1956,Ors ,Entry 49 of List II,,2010,a few hours,taxable per cent,Rs 20 000 00 Rs 3 000 00,,first,100
7003391,Ashish Dhawan,Swiss,TPO,Taxmann 350,India,Middle East,,The ITAT 2011 44 SOT,Keynote,Rule 10B,,multiple year,,27 05 ,5 47 47 000,,first,2
332955,J ,British,State,Bar,India,British India,,,Lord MacMillans Report,Act,English,1935,,4 per cent,11 06 890,two miles,first,3
150814946,Bench,,SBP Co ,,INDIA,,,,Special Reference No 1 of 2012,Section 11 of the Act,,2013,,49 ,,,second,three
838466,Bhajan Lal,Indian,FIR,,States,,,,Hundi,the Stamp Act,,1899,,,1 67 21 520 00,,first,20
1318646,Koya Kunju,Indian,Receiver,,Quilon,,C P W 8,Acts of 1883,Pope v Official Assignee,the Insolvency Regulation,,two years,,nine per cent,75 000,more than a lakh and a half rupees,first,two
101008236,Anil Kumar Kathpal,,CIC,,J ACTING,,Class X,,the National Policy on Education 1986,the RTI Act,,the year 2010,,89 ,,,first,11
693363,Murlidhar,Jains,Jain,Sankhala,Kanhayalal,,Lokrams,,Annexure by the Jains,Section 3 of the Transfer of Property Act,,1976,,17 ,40 lakhs,31 075 Sq feet,8th,3
82895350,Mr Justice U C Banerjee,British,Court,,India,Dominions,No 152 2008,,Ors ,Section 44A of the Code of Civil Procedure,,1908,,,twenty lakhs,,first,29
939624,Cinder,,Revenue,,India,,Cinder,,Markfed Case ,the First Schedule to the Tariff Act,English,1975,,8 ,,,First,one
1938230,Jagannath,American,the High Court,,India,,,,S P Chengalvaraya Naidu Dead,Section 3 3 of the Act,,1981,,,,20 acres,first,two
198827109,Seth,Dastane,the High Court,the Yeravada Mental Hospital,Delhi,Poona,,,Ex 294,Act,English,February 27 1961,the morning,,,104 ,first,one
179794777,J ,J ,Court,,the State of Karnataka,,,Civil Revision Applications,Ors ,Constitution,,daily,,,,,first,three
31621011,Sharan,Indian,Court,the trans Yamuna,India,,The Eichleay Formula,,EWCA Civ 1757,Section 34 2 of the Act,English,25 months,,20 ,Rs 23 39 lakhs,,first,2
557776,Shri Narasimhamoorthy,,State,,States,,,the Rajasthan Sales Tax Rules,The Collector of Customs v Nathella Sampathu Chetty,the Forty Sixth Amendment,,1956,,,,,first,3
1136885,Praveen Kumar,,Tribunal,,Calcutta,,,,,Act,,1908,,,,,,11
1237504,Mukundakam Sharma,Korean,BAM,the Customs House,Calcutta,Monomer,Monomer,,BAM,the Show Cause Notice,English,2003,,,Rupees six lakhs,,second,14
795465,S P Bharucha,Provincial,State,Fort Cochin,States,Willingdon Island,,,,Act,,1956,,,366 29A,,Seventh,3
86904342,Bill,Indian,RBI,,India,,,the Right to Information Bill,Trust and Confidence,the RTI Act,English,2005,minutes,nearly 33 ,32 000,,third,one
1515299,Manu Sharma,Sikh,Court,Qutub Colonnade,Chandigarh,Tamarind Cafi,Tata Safari,the Test Identification Parade,Tamarind Cafi ,Section 161,Hindi,1999,that night,,thousand rupees,more than 6 feet,first,two
18546,Fernandes,,Bank,,Bhooralal,,Exhibits D1,,A I R 1949 Privy Council 78 75 Indian Appeals 121,Order II Rule 2 of the Code,,1984,,,Rs 1 10 000,,second,two
753224,J ,British,the High Court,Bar,India,Free India,Monarch,Presidential Campaign,Ors ,Constitution,English,1982,Earlier to 1 11 1956,as many as 90 per cent,,,first,1
264657,Ashok Kumar Yadav s,Indian,Tribunal,,Periakaruppan,,,,Kalra Case,rule 19,,1990,,50 ,35 per cent,,first,1
138184,Surendra Kumar,J ,Court,S 100,Boobna,,S 100,,Exhibit 4,S 100 of the Code,Sanskrit,1988,,,,,second,1
659090,Rege,,the High Court,640,Ambarnath,Naka,PW 11,the Municipal octroi Naka,M Sc ,s 89 of the Prohibition Act,,2000,morning,,2 000,a few miles,first,1
774102,H Sema,,Appellants,,C Ex ,,the RT 12,,Show Cause Notice,Show Cause Notice,,2003,,,,,second,4
1102062,R K Garg,Chinese,Court,,India,Agartala Central,,,Habeas Corpus Petition No 15 of 1963,Art 32,,1962,1 am,,,,Firstly,2
1186410,Richard Couch,Indian,Court,South Extension,New Delhi,,Mars v Close,Civil Appeal No 1933,Code,section 27 of the Contract Act,English,1872,,,55 000,,first,27
1640744,Bhanu Prasad Panda,,Court,,Orissa,,,,Master s degree,Statute,,2011,minutes,54 ,1 8 1987,,second,2
42299665,Pooran Chand Sharma,Indian,Court,Chandni Chowk,India,,,,Criminal Appeal No 2281 of 2014,Section 5 A,,3rd September 2009,,,Rs 180 crores,,first,one
1732339,Shri Sibal,Indian,Whirlpool,S C C 727,India,,Whirlpool,,Single Judge,USHA LEXUS ,,1977,,,10 000,,first,1
1907957,Shri Desai,Indian,the National Commission,,India,,Original Petiition No 43 1994,Kerala 197 ,Fifteenth Edition 1999,Act,English,1986,,,one hundred rupees,,first,9
1180101,Harish Chander,Indian,Cabinet,the Constitution Bench,India,Kakadu National Park,,Watergate, The English Constitution ,Constitution,English,1987,The Cabinet minutes and minutes,,2 30 Pounds,,first,3
1881313,J ,Indian,Appeal,No 12 Harinbari 2nd Lane,India,,Cover Note,the Bombay Case,4th Edition,Act,English,1891,,,50 000,,first,125
1418391,Sorabjee,,Collector,L T 327,India,,Coke,,Jawaharmal v State of Rajasthan Ors ,rules 9 and 49,,1982,the end of the factory day,,,,first,9
712132,Sejal R Shah,,Register,,Ahmedabad,,,,,the Trade Marks Act,English,1999,,,several lakhs of rupees,,,5
49480,K Ramaswamy,,Court,,Jaipur,,,,,the Law Commission,,August 10 1983,,,51 000,,first,1
1012649,Seth Suganchand,Hindu,Sethiya Co ,Exh 168,Agra,,,,Appeal No 416,Section 69 of the Partnership Act,,July 6 1948,minutes,4 per cent,11 33 668 55,5731 bales,first,1
83741552,Kaveri,,Pioneer,DUS Test Centre,India,,KMH 50,the DUS Test,the National Register of Plant Varieties,KMH 50,,1966,,1 to 2 ,,3 3 Anthocyanin colouration,Second,49
